Country,subset,question_label,answer,name
Finland,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Timothy Bailey
Finland,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Linda Meador
Finland,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Julio Hansen
Finland,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Dale Martinez
Finland,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Esther Abeles
Finland,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Luella Whitis
France,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Alice Mcconnel
France,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Susan Spaulding
France,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Melissa Prado
France,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Laura White
France,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Kenneth Terry
France,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Margaret Roth
France,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Molly Coriell
France,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Elsie Niemczyk
France,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Donna Perez
France,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,James Johnson
France,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Janet Cunningham
France,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Kathy Reynolds
France,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Ricky Schultz
France,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Michelle Brisson
France,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Donna Pfeifer
France,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Priscilla Bohman
France,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Lizzie Dowty
France,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Andrea Gullion
France,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Benjamin Walker
France,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Jesse Barrios
Croatia,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,William Silva
Croatia,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Jason Gildea
Croatia,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Jessica Head
Croatia,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Gary Ridley
Croatia,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,George Wallace
Croatia,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,William Silva
Croatia,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,John Smith
Croatia,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Sophie Schafer
Croatia,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Sarah Robertson
Croatia,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Kevin Brown
Croatia,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Mary Mink
Croatia,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Christopher Luckett
Croatia,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Brian Redd
Croatia,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Judy Mountain
Croatia,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Pedro Mcrae
Croatia,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Janet Welty
Croatia,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Margaret Roth
Croatia,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,James Bonnet
Croatia,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Elizabeth Lamb
Croatia,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Timothy Herren
Hungary,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Thomas Black
Hungary,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Sabrina Bouwkamp
Hungary,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Ethel Shull
Hungary,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Donald Newland
Hungary,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Harold Toro
Hungary,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Vincent Witkowski
Hungary,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Sharon Barry
Hungary,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Linnea Mitchell
Hungary,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Kevin Brown
Hungary,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Courtney Bradshaw
Hungary,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Bradly Fisher
Hungary,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Yanira Sergio
Hungary,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Marcy Souder
Hungary,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Rosie Schiffelbein
Hungary,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Foster Coleman
Hungary,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Rosaura Boggs
Hungary,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Dolores Knox
Hungary,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Lester Kuhr
Hungary,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Steven Lau
Hungary,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Myrna Burkes
Ireland,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Gerald Clemente
Ireland,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Carl Rodriguez
Ireland,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Michael Saunders
Ireland,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Florence Nelson
Ireland,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Connie Gould
Ireland,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,John Fowler
Ireland,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Carlos Sloan
Ireland,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Cassandra Soden
Ireland,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Charles Pratt
Ireland,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Melvin Marc
Ireland,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Kristeen Myers
Ireland,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Natosha Perona
Ireland,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Kenneth Johannsen
Ireland,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Christine Wade
Ireland,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Tammy Peterson
Ireland,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Albert Oliver
Ireland,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Priscilla Bohman
Ireland,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Lorraine Vinson
Ireland,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Kevin Brown
Ireland,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Felton Smith
Italy,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Mary Eiselein
Italy,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Jason Gildea
Italy,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Ryan Slater
Italy,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Nathanael Dejesus
Italy,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Jerry Farris
Italy,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Luz Coleman
Italy,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Jerry Taylor
Italy,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Frederick Richardson
Italy,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Andrew Campbell
Italy,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Carlos Ruley
Italy,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Judith Spencer
Italy,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,William Anderson
Italy,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Christina Jacobs
Italy,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Jordan Anderson
Italy,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,William Schlenz
Italy,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Elizabeth Balas
Italy,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Kevin Richards
Italy,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Tammy Peterson
Italy,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Michael Dew
Italy,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Janet Coates
Lithuania,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Jesse Barrios
Lithuania,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,David Carrell
Lithuania,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Karla Boyd
Lithuania,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Frances Mayfield
Lithuania,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Tiara Smittle
Lithuania,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Thomas Grasser
Lithuania,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Stephen Hammonds
Lithuania,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Anthony Vogt
Lithuania,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Chin Cameron
Lithuania,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Rose Decker
Lithuania,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Myrtle Mangiafico
Lithuania,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Brian Pisano
Lithuania,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Joel Garza
Lithuania,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Earl Wells
Lithuania,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Gerald Clemente
Lithuania,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Bruce Hernandez
Lithuania,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,John Edwards
Lithuania,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Charlotte Silk
Lithuania,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Brian Norris
Lithuania,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Federico Biron
Luxembourg,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Edward Taylor
Luxembourg,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Melvin Marc
Luxembourg,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Dennis Robinson
Luxembourg,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Dennis Reno
Luxembourg,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Amos Watson
Luxembourg,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Sharon Dunmire
Luxembourg,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Frances Mayfield
Luxembourg,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Rosemarie Eland
Luxembourg,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Joan Brown
Luxembourg,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Drew Moore
Luxembourg,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Virginia Ludwig
Luxembourg,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Stephan Krull
Luxembourg,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Charlie Mendoza
Luxembourg,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,John Gutierrez
Luxembourg,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Anne Muller
Luxembourg,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Lily Pruitt
Luxembourg,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Yvonne Perez
Luxembourg,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Jean Delcour
Luxembourg,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Jerry Machesky
Luxembourg,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Lloyd Pecci
Latvia,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Paul Crawford
Latvia,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Paul Vicente
Latvia,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Derek Bender
Latvia,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Mark Bell
Latvia,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,William Parrales
Latvia,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Joanne Ruddock
Latvia,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Barbara Ramirez
Latvia,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Donna Jaime
Latvia,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Dolores Knox
Latvia,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Charles Lott
Latvia,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Margaret Boatwright
Latvia,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Douglas Jim
Latvia,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Earl Wells
Latvia,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Cassie Adams
Latvia,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Mary Dole
Latvia,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Steven Lau
Latvia,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Teresa Lindsay
Latvia,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Deanna Hackwell
Latvia,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Dolores Knox
Latvia,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Joan Pauling
Malta,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,William Parrales
Malta,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Stephen Hammonds
Malta,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Mattie Jones
Malta,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Brian Norris
Malta,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Barbara Keeney
Malta,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Brian Norris
Malta,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Phyllis Johnson
Malta,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Tracy Rose
Malta,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Pamela Bosco
Malta,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Betty Deharo
Malta,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Frances Inouye
Malta,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Flora Rosecrans
Malta,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Mary Milton
Malta,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Tina Rowland
Malta,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Linnea Mitchell
Malta,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Jose Wind
Malta,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Thomas Bueche
Malta,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Elsie Niemczyk
Malta,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,James Romero
Malta,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Grace Roth
Netherlands,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Federico Biron
Netherlands,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Dale Martinez
Netherlands,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Matthew Little
Netherlands,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Marjorie Tuplano
Netherlands,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Isabel Gaines
Netherlands,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Rose Bailey
Netherlands,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Jim Appling
Netherlands,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Bill Dotson
Netherlands,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Madeleine Abramson
Netherlands,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Lorraine Vinson
Netherlands,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,James Chavez
Netherlands,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Michael Luna
Netherlands,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Barbara Butcher
Netherlands,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,William Schlenz
Netherlands,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Cynthia Callaway
Netherlands,Bisexual men,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Robert Mcginley
Netherlands,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Charles Bonds
Netherlands,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Helen Bell
Netherlands,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Phyllis Wing
Netherlands,Transgender,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Lisa Poteet
Poland,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Marshall Oldenkamp
Poland,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Ricky Schultz
Poland,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Ardis Cleek
Poland,Lesbian,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Margaret Bernhardt
Poland,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Joshua Yeadon
Poland,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",No,Debbie Mcdaniel
Poland,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",I do not have a same-sex partner,Helen Oskins
Poland,Gay,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Don`t know,Pedro Mcrae
Poland,Bisexual women,"Do you avoid holding hands in public with a same-sex partner for fear of being assaulted, threatened of harassed?",Yes,Amelia Horvath
