id,name,city,reg,customer
6061-144764,CDG - Terminal 2 Hall A Airs (Dead),Roissy-en-France,FR,Christy Gallant
28166-248937,Paris - CDG Airport 2F Landside,Roissy-en-France,FR,Frances Mayfield
29583-252567,Paris - CDG Airport 2F Airside,Roissy-en-France,FR,Brendan Cruz
27487-247885,Paris - CDG Airport 2A Landside,Roissy-en-France,FR,Donna Pfeifer
19522-186944,Saint Germain en Laye,Saint Germain en Laye,FR,Donna Pfeifer
16471-169404,CC Saint Quentin en Yvelines,Saint Quentin en Yvelines,FR,Margaret Avent
12498-99143,La Vallee Village,Serris,FR,Douglas Clark
13106-107306,Belle Epine Shopping Center,Thiais,FR,Tara Hemmen
13102-107618,Belle Epine Village,Thiais,FR,Gerald Grant
20847-207749,Aeroville Store,TREMBLAY EN FRANCE,FR,Frank Mathwich
20882-207748,Aeroville Kiosque,TREMBLAY EN FRANCE,FR,Donald Martin
13196-96839,Velizy 2,Velizy-Villacoublay,FR,Buford Eisele
13123-110464,Place Lyautey,Versailles,FR,John Wertman
26238-244107,Montpellier - Centre Commercial Reg,Montpellier,FR,Jean Delcour
48788-265025,Toulouse - La Galerie Espaces Fen,Fenouillet,FR,Jane Clark
29791-255373,Roosevelt - Toulouse,Toulouse,FR,Mary Rivera
13129-154888,CC Les Passages,Boulogne,FR,Brendan Cruz
22033-217150,Eurotunnel Calais Terminal,Coquelles,FR,Veronica Centeno
26917-246087,CC Euralille,Lille,FR,Denise Matthews
25628-242026,Lille - Esquermoise,Lille,FR,Ernest Heller
48497-263565,V2,Valenciennes,FR,Isabel Gaines
48672-264265,Beaulieu,Nantes,FR,Steven Jones
29304-253250,Ste Croix,Nantes,FR,Drew Moore
27757-248645,Cours Des 50 Otages,Nantes,FR,Eugene Mack
48594-263564,Place Jean Jaures,Tours,FR,Darlene Wiens
27504-247884,Beauvais Airport,Tillé,FR,Richard Moten
27981-230406,Gare de Cannes,Cannes,FR,Henry Bradford
17367-177135,Marseille Provence Airport H 1,Marignane,FR,Brandon Davila
17739-177138,Marseille Provence Airport H 4,Marignane,FR,Betty Sanabria
1753-143004,17 Marseille Republique,MARSEILLE,FR,Rose Decker
17886-184826,Marseille Place Felix Baret,Marseille,FR,Daniel Smith
22202-218105,Marseille gd littoral,marseille,FR,Ruby Capers
22076-151787,Terrasses Du Port,Marseille,FR,Bruce Wozniak
26237-244106,Marseille - Centre Commercial Valen,Marseille,FR,Pamela Rowton
21398-191845,Marseille La Valentine,Marseille,FR,Albert Oliver
26023-243257,Mougins - Shell Aire de Breguiere,Mougins,FR,John Hayes
20751-207746,Nice etoile,nice,FR,Sheryl Starr
24653-238584,Nice - Airport Terminal 1,Nice,FR,Mary Mims
17137-175666,CC Cap 3000,Saint Laurent Du Var,FR,Kattie Perkins
26241-244113,Villefranche - Centre commercial Do,Villefranche sur Saone,FR,Kathy Reynolds
47402-258165,Gare de Grenoble (CS),Grenoble,FR,Daniel Smith
27856-248935,Lyon - Monoprix GBL,Lyon,FR,Andrea Lawson
1738-138992,Lyon Confluence,Lyon,FR,Marion Neal
20352-178768,Lyon Part Dieu,Lyon,FR,Robert Thomas
18753-190887,Gare de Lyon Part Dieu,Lyon,FR,Sharon Barry
13109-107965,Rue de la Republique 2,Lyon,FR,Florence Nelson
13132-154891,65 Lyon Republique,Lyon,FR,Frances Mcginnis
21727-214546,Lyon - Saint-Exupery Airport,Lyon,FR,Shirley Fenton
13117-134467,40 Avenue Henri Barbusse,Villeurbanne,FR,Thomas Black
32368-134291,Shire Hotels Aztec West,Almondsbury,GB,Megan Klein
12309-67500,Altrincham - Sainsbury's,Altrincham,GB,Dustin Alford
23586-231430,SSP Ashford,Ashford,GB,Annie Lindsey
25245-240306,Ashford - High Street,Ashford,GB,John Smith
9157-152265,WB Warwick North,Ashorne,GB,Kevin Richards
18361-190425,WB Warwick Kiosk,Ashorne,GB,Elizabeth Heinrich
12885-140706,Baldock Services - MSA A1/A507,Baldock,GB,Jerry Machesky
27395-236929,Banbury - Banbury Gateway SP,Banbury,GB,Bert Martinez
12507-94368,Barnes,Barnes,GB,Sabine Nunmaker
12227-41519,Barnet High Street,Barnet,GB,Courtney Bradshaw
23015-227084,Next Basildon,Basildon,GB,Anna Goodyear
27635-248277,Basildon - Eastgate Centre,Basildon,GB,Rosie Anderson
28781-251211,Basingstoke- Houndmills Trade Pk DT,Basingstoke,GB,Tammy Stroh
28690-250889,Basingstoke - Old Basing Mall,Basingstoke,GB,Jean Abrams
28692-250880,Basingstoke - Festival Place UG,Basingstoke,GB,John Eager
23575-231424,SSP Bath,Bath,GB,Deborah Borchers
21365-212224,Bath - Avon Street,Bath,GB,Helen Oskins
12863-139663,Bath - High Street,Bath,GB,Sylvia Thompson
12341-237067,Beaconsfield Sainsbury's,Beaconsfield,GB,Courtney Limberg
3187-140748,Beaconsfield Services - MSA M40/J2,Beaconsfield,GB,Sandra Atterberry
15383-160610,Centre Parcs Woburn Centre,Bedford,GB,Anna Williams
15381-160608,Centre Parcs Woburn Poolside,Bedford,GB,Paul Clemons
23583-231428,SSP Bedford,Bedford,GB,Sandra Simon
15384-160609,Centre Parcs Woburn Sports Plaza,Bedford,GB,Maria Gulick
9136-152279,WB Membury North,Berkshire,GB,Joshua Yeadon
9155-152277,WB Membury South,Berkshire,GB,Lowell Glenn
28685-250882,Ascot - High Street,Berkshire,GB,Marion Wilson
48484-263447,Beverley-Flemingate Centre,Beverley,GB,Thomas Nichols
12565-96660,Bexleyheath - Broadway Shopping Cen,Bexleyheath,GB,Joseph Strayhorn
23093-227647,Bickerstaffe - Skelmersdale Road,Bickerstaffe,GB,Bradly Fisher
26592-228206,Bideford - Atlantic Village DT,Bideford,GB,Lauren Gill
5192-148826,Birmingham BPH AC Marriot Hotel,Birmingham,GB,Kendra Street
12952-140408,Birmingham - Bullring - Selfridges,Birmingham,GB,Scott Groome
23479-229327,Birmingham Cineworld Broad St (181),Birmingham,GB,Peter Rogol
3638-151108,NEC Atrium,Birmingham,GB,Roy Condo
25571-241546,Cineworld NEC,Birmingham,GB,Ida Thomason
26831-245768,Birmingham WelcomeBreak Hopwood DT,Birmingham,GB,Verda Hawkins
17334-180566,SSP Birmingham New St,Birmingham,GB,Randi Hunt
12247-41621,Birmingham - Colmore Row,Birmingham,GB,Megan Warren
12441-93182,Birmingham - Bullring - Upper East,Birmingham,GB,Cody Grant
12262-46960,Birmingham - New Street,Birmingham,GB,Carol Jamerson
3623-151109,NEC Piazza,Birmingham,GB,Joey Strickland
9156-152264,WB Hopwood Kiosk,Birmingham,GB,Robert Parker
20097-203367,Malmaison Birmingham,Birmingham,GB,Emily White
12819-137870,Birmingham - The Fort Shopping Park,Birmingham,GB,Octavia Brickner
4013-151110,ICC Broad St,Birmingham,GB,Sharon Borovec
12415-87082,Birmingham - Bullring - Middle West,Birmingham,GB,James Sanders
9143-152266,WB Hopwood Main Café,Birmingham,GB,Kenneth Tibbs
28702-250909,Birstall Business Pk Bankwood Way,Birstall,GB,Mary Morrison
27642-248279,Bishop Stortford - Jacksons Square,Bishop's Stortford,GB,Hazel Hartley
17511-182524,WB Birchanger Kiosk,Bishops Storford,GB,Nancy Veal
9121-150525,Blackburn - Beehive Business Pk DT,Blackburn,GB,Robin Anguiano
47731-259624,Blackpool Hounds Hill Shopping Ctre,Blackpool,GB,Charles Greene
12775-155328,Village Blackpool,Blackpool,GB,Pamela Collins
20724-208164,Cineworld Boldon,Boldon,GB,Gary Smith
6081-154368,Bolton - Rivington North,Bolton,GB,Frank Brixey
12696-105699,Bolton Market Hall Unit N,Bolton,GB,Althea James
6089-154367,Bolton - Rivington South,Bolton,GB,Pedro Palmer
23094-227644,Bournemouth - Richmond Hill,Bournemouth,GB,Norma Skaggs
26726-245125,Westbourne - Poole Road,Bournemouth,GB,Maryellen Massie
25828-242626,Bournemouth - Holdenhurst Road,Bournemouth,GB,John Gustafson
32724-140325,Village Bournemouth,Bournemouth,GB,Joan Starrett
18967-193486,Bournemouth - The Triangle,Bournemouth,GB,Burl Christo
29705-254774,Bournemouth Aramark Chaseside,Bournemouth,GB,Clifford Cho
12294-55239,Bracknell - Sainsbury's,Bracknell,GB,Mary Lang
28701-250903,Bradford - Centenary Square,Bradford,GB,Judith Spencer
22770-222444,Bradford - Rooley Lane DT,Bradford,GB,Paula Pack
19233-199964,Braintree Cineworld Freeport,Braintree,GB,Jeffery Fried
12439-92929,Braintree - Freeport Outlet Centre,Braintree,GB,Donna Mcloughlin
32556-138007,Centre Parcs Elveden Lakeside,Brandon,GB,Tasha Febus
32316-134269,Centre Parcs Elveden Forest Centre,Brandon,GB,Tess Barry
27637-248275,Brentwood - High Street,Brentwood,GB,Dustin Alford
20875-208484,Bridgend - Waterton Retail Park DT,Bridgend,GB,Timothy Bailey
12327-63059,Merry Hill Centre - Upper Mall,Brierley Hill,GB,John Gustafson
22889-225864,WB Hartshead Moor East DT,Brighouse,GB,Scott Groome
25237-240304,Brighton - Western Road,Brighton,GB,Phyllis Shaffer
25244-240307,Brighton - North Road,Brighton,GB,Sarah Robertson
25238-240313,Brighton - St James Street,Brighton,GB,Jama Pierce
12811-139690,Bristol - Horsefair,Bristol,GB,Randy Shafer
25247-240264,Bristol - Wine Street,Bristol,GB,Rose Bailey
12651-102637,Bristol -Cribs Causeway -Lower Mall,Bristol,GB,Rosa Rodriguez
17508-182527,Bristol WelcomeBreak - Gordano 2ndC,Bristol,GB,Florence Nelson
12926-137800,Bristol - Cabot Circus - Level 1,Bristol,GB,Edith Randall
25834-242684,Bristol - Clifton Down Shopping Ctr,Bristol,GB,Tomas Crespo
4016-143785,SSP Bristol Templemeads,Bristol,GB,Tammy Stroh
31128-240464,SSP Bristol Airport,Bristol,GB,Alison Butler
20100-203345,WB Gordano DT,Bristol,GB,Rosaura Boggs
12226-34521,Bristol - Temple Quay,Bristol,GB,Robert Parker
9137-152278,WB Gordano,Bristol,GB,Bryan Felix
7165-150864,DSGI Bristol,Bristol,GB,Peggy Finney
12904-137732,Bromley - Glades Shopping Centre,Bromley,GB,Carl Rodriguez
12582-97442,Bromley High Street,Bromley,GB,Zoila Cooper
12088-11316,Bromley - Market Square,Bromley,GB,Ryan Slater
25945-243104,Broughton - Cineworld,Broughton,GB,Pedro Palmer
9183-152285,WB Newport Pagnell North,Buckinghamshire,GB,Lizzie Dowty
9184-152286,WB Newport Pagnell South,Buckinghamshire,GB,Fred Goodwin
12293-139700,Burpham - Sainsbury's,Burpham,GB,Billy May
15325-157706,Village Bury,Bury,GB,Tiara Smittle
27632-248269,Bury St Edmunds - Buttermarket,Bury St Edmunds,GB,Thomas Nichols
12575-96868,Camberley - Sainsbury's,Camberley,GB,Robert Lee
28691-250883,Camberley - The Atrium,Camberley,GB,Robert Robinson
27629-248273,Cambridge - Christs Lane,Cambridge,GB,Rachel Mckee
27631-248271,Cambridge - New Market Road,Cambridge,GB,Joshua Yeadon
47133-256909,Cambridge - Regent St,Cambridge,GB,Rick Oden
27630-248272,Cambridge Grand Arcade St Andew St,Cambridge,GB,Booker Spires
18446-191044,Compass Addenbrooke's,Cambridge,GB,Thomas Reynolds
27640-248267,Cambridge - Fitzroy Street,Cambridge,GB,James Johnson
25240-240311,Canterbury - St George Street,Canterbury,GB,Judith Pope
12170-17975,Canterbury Kingsmead - Sainsbury's,Canterbury,GB,Cody Grant
20405-205384,Aramark Cardiff Hospital,Cardiff,GB,Helen Bell
12899-137735,Carlisle - Scotch Street,Carlisle,GB,Robert Weathersby
28703-250902,Castleford - Xscape Snozone,Castleford,GB,Christine Wicker
28697-250901,Castleford Designer Outlet Village,Castleford,GB,Andrew Campbell
28833-251450,"Chatham, The Quay",Chaltham,GB,Patsy Mims
25511-241226,SSP Chatham,Chatham,GB,Francisco Desrochers
15197-157709,Village Cheadle,Cheadle,GB,Bryan Adams
27644-248281,Chelmsford High Chelmer SC,Chelmsford,GB,Tony Rink
12217-38319,Chelmsford - High Street (39),Chelmsford,GB,Margaret Boatwright
26117-243592,Cheltenham - The Promenade,Cheltenham,GB,Mindy Hovis
3791-152295,WB Burtonwood,Cheshire,GB,Katherine White
28407-250703,Ellesmere Port Coliseum Shopping Pk,Cheshire,GB,Marc Nelson
28396-250693,Chester - Northgate Street,Chester,GB,Benjamin Walker
6126-149546,Chester - Deeside DT,Chester,GB,Anna Williams
12766-155329,Village Chester,Chester,GB,Bruce Wozniak
17398-176685,Chesterfield - J29A M1 Services DT,Chesterfield,GB,Rick Oden
24411-237886,Chesterfield - Mansfield Road DT,Chesterfield,GB,Maria Lovelady
47788-259767,Chichester - North Street-,Chichester,GB,Joshua Yeadon
12913-137733,Chiswell Green - North Orbital Rd,Chiswell Green,GB,Charles Bonds
12698-105419,Chiswick Park - Building 5,Chiswick,GB,Christopher Indermuehle
25878-242846,Chorley - M6 Jct 27/29 Mill Lane,Chorley,GB,Leah Gillis
6147-154384,WB Charnock North,Chorley,GB,Jim Appling
6138-154385,WB Charnock South,Chorley,GB,Patricia Nicholson
16288-170233,Shire Hotels Fleece,Cirencester,GB,Kim Lockhart
21656-214044,Cleckheaton Centurion Way DT,Cleckheaton,GB,Betty Fratus
28682-250885,Cobham - High Street,Cobham,GB,Timothy Sanchez
24179-227649,"Cockermouth, Oakhurst Services",Cockermouth,GB,Jean Abrams
27636-248276,Colchester - Culver Street West,Colchester,GB,Jennifer Keith
31127-106652,WB Corley North,Corley,GB,Jordan Anderson
3826-153526,Coventry - Arena RP - New Look,Coventry,GB,Richard Sydow
12789-139685,Coventry - Broadgate,Coventry,GB,Michael Saunders
9144-152267,WB Corley South,Coventry,GB,Eli Bender
26833-245765,WB Corley North DT,Coventry,GB,James Dunn
6091-153888,Village Coventry,Coventry,GB,Jeffrey Hopper
18445-191045,Compass Coventry Uni,Coventry,GB,Lola Cauthen
25419-240994,SSP Coventry,Coventry,GB,Jack Chastain
18670-194104,Cineworld Crawley,Crawley,GB,Peter Rogol
24323-237124,Crawley - Queens Square,Crawley,GB,Jamie Clure
28004-249489,Crewe - Market Street,Crewe,GB,Mary Mims
12743-139673,Croydon - Whitgift Centre - Lower,Croydon,GB,Mary Milton
12515-94583,Croydon-Centrale Shopping Ctr-Upper,Croydon,GB,Wilbur Berry
1141-134277,SSP Croydon,Croydon,GB,Robbie James
12750-140644,Darlington - Northgate,Darlington,GB,Barbara Butcher
28835-251451,"Deal, high street",Deal,GB,Kay Coats
32246-134149,Derby Football Club,Derby,GB,Dustin Alford
12757-139686,Derby - Westfield Level 2,Derby,GB,Don Fugate
18413-190744,Derby - Little Eaton,Derby,GB,Terry Gates
23544-227650,Monmouth Southbound A40,Dingestow,GB,Marc Wilson
28695-250904,Doncaster - Frenchgate Interchange,Doncaster,GB,Brian Winston
25421-240992,SSP Doncaster,Doncaster,GB,Beverley Glover
3756-145912,Village Dudley,Dudley,GB,Michael Luna
17503-182544,Marriott Hotel Durham,Durham,GB,Louis Lopez
12390-83728,Dalton Park Outlet Centre,Durham,GB,Christine Wicker
8095-151344,Durham - Framwellgate Bridge,Durham,GB,Carmen Russo
18981-195184,Consett - Puddlers Corner DT,Durham,GB,Gretchen Greene
15878-166205,Bishop Auckland Abraham EP DT,Durham,GB,Jo Bowlin
12953-140504,Ealing - The Green,Ealing,GB,Nila Anderson
12044-10590,Ealing - Oak Road,Ealing,GB,Leigh Bruning
12310-237068,East Grinstead Sainsburys,East Grinstead,GB,Billy May
25241-271805,Cobra at Eastbourne Arndale Center,Eastbourne,GB,Patricia Moore
22220-218787,Birmingham - Edgbaston,Edgbaston,GB,Ray Carrasco
4183-140378,Birmingham Uni BHM - Edgbaston,Edgbaston,GB,Cynthia Callaway
47766-259787,Edgeware - Station Road,Edgeware,GB,Charles Stahl
28720-250964,Edinburgh - Leith Walk,Edinburgh,GB,Dolores Knox
32727-140305,Village Elstree,Elstree,GB,Flossie Henderson
28414-250718,"Ely, 3A The Cloisters",Ely,GB,Nora Webb
29983-256286,Emsworth -Havant Bypass,Emsworth,GB,Richard Moten
22367-220184,Epping - High Street,Epping,GB,Dorothy Peele
47854-260060,Epsom - Ashley Centre,Epsom,GB,Phyllis Wing
7166-150865,DSGI Lakeside,Essex,GB,Regina Hill
47164-256968,BishopStort WelcomeBreak-BirchGr DT,Essex,GB,Robert Hurley
27602-248046,Exeter - Alphington Road DT,Exeter,GB,Ernest Heller
25420-240993,SSP Exeter,Exeter,GB,Janine Freels
24319-237001,Exeter - High Street,Exeter,GB,Sharon Alston
32380-138014,Bourne Leisure Devon Cliffs,Exmouth,GB,James Chavez
3188-143124,Village Farnborough,Farnborough,GB,Herbert Bishop
28564-250839,Farnham - Lion and Lamb Yard,Farnham,GB,Linnea Mitchell
12257-54900,Farnham Water Lane - Sainsbury's,Farnham,GB,Thomas Bueche
47944-260613,Feltham - The Longford Centre,Feltham,GB,Luella Whitis
16580-173285,WB Fleet South 2nd Cafe,Fleet,GB,Evelyn Hamblin
17500-182528,WB Fleet North 2nd Café,Fleet,GB,James Legions
25242-240309,Folkestone - Bouverie Place,Folkestone,GB,Corina Marcella
21167-209704,Eurotunnel,Folkestone,GB,Donna Jaime
20323-204844,Fraddon - Kingsley Village,Fraddon,GB,Deanna Hackwell
10100-152587,Newcastle Next - Team Valley RP,Gateshead,GB,Sheldon Carbo
15710-152299,Gateshead -Metrocentre Retail Pk DT,Gateshead,GB,Daniel Etheridge
12882-139967,Gateshead - Lower Mall Metrocentre,Gateshead,GB,Robbie James
15909-166824,WB Michaelwood North Kiosk,Gloucestershire,GB,Raul Kennedy
9186-152283,WB Michaelwood South,Gloucestershire,GB,Refugio Griggs
15910-166825,WB Michaelwood South Kiosk,Gloucestershire,GB,Bert Martinez
9187-152282,Dursley WB Michaelwood North,Gloucestershire,GB,Donald Trudell
23585-231431,SSP Grantham,Grantham,GB,Gloria Lancaster
47778-259777,Great Yarmouth Market Gates SC,Great Yarmouth,GB,Florencio Allred
12096-11335,Bluewater - Rose Gallery - Upper,Greenhithe,GB,Kelly Thompson
12083-11315,Bluewater - Guild Hall - Upper,Greenhithie,GB,Brian Norris
28569-250834,Guildford - White Lion Walk,Guildford,GB,Cynthia Callaway
28689-250890,Guildford -Wisley North Service Stn,Guildford,GB,Bradley Madison
32245-134148,University of Surrey - Stag Hill,Guildford,GB,Kendra Street
28562-250842,Guildford - High Street,Guildford,GB,Luz Coleman
4160-147607,Guildford Uni Sports Park,Guildford,GB,Christina Cohen
18517-192045,Hailsham - A22/A267 North Street,Hailsham,GB,Stephen Cooper
12924-137754,Hammersmith The Broadway Centre,HAMMERSMITH,GB,Annie Bologna
9153-152276,WB Fleet North,Hampshire,GB,Connie Dingus
16860-176444,WB Fleet North DT,Hampshire,GB,John Hall
9141-152275,WB Fleet South,Hampshire,GB,Margaret Roth
18950-196624,Farnborough - The Meads,Hampshire,GB,Robert Hurley
17300-176704,WB Cobham,Hampsire,GB,Maria Gulick
12527-95054,Hampton - Sainsbury's,Hampton,GB,Maude Payne
12790-140546,Hanley - The Potteries Shopping Ctr,"Hanley, Stoke-on-Trent",GB,Judith Spencer
28684-250888,Fleet - Fleet Road,Hants,GB,Raymond Wilson
26832-245766,WB Fleet South DT,Hants,GB,Dorian Gentry
49194-267469,"Harlow, Harvey Shopping Centre",Harlow,GB,Tony Rink
28699-250898,Harrogate - Victoria Shopping Ctr,Harrogate,GB,Corey Vil
47765-259788,Harrow - St Georges Centre,Harrow,GB,Wade Hughes
3748-145904,Sheraton Hotel London,Hayes,GB,Dorian Gentry
12525-237069,Haywards Heath Sainsburys,Haywards Heath,GB,Robert Anderson
26116-243594,Headington - London Road,Headington,GB,Lisette Novak
16018-161984,Heathrow - Bath Road DT,Heathrow,GB,Margaret Avent
28567-250836,Hemel Hempstead - Riverside SC,Hemel Hempstead,GB,Henry Woods
28563-250841,Henley - Market Street,Henley-on-Thames,GB,Brian Temme
26107-243593,Hereford - Commercial Street,Hereford,GB,Albert Oliver
27643-248282,Hertford - Birchley Green,Hertford,GB,Patrick Bouyer
9139-152280,WB Birchanger,Hertfordshire,GB,Dawn Brewer
9138-152281,WB South Mimms,Hertforshire,GB,Bruce Price
27255-243845,Hexham - Bridge End DT,Hexham,GB,Donna Mcloughlin
28683-250884,High Wycombe - Eden Walk SC,High Wycombe,GB,Douglas Jim
26111-243609,Hitchin - Market Place,Hitchin,GB,Betty Martinez
20406-205385,Hornchurch - High Street,Hornchurch,GB,Katie Chamberlain
28397-250691,Bolton - Middlebrook Retail Park,Horwich,GB,John Fowler
47945-260612,Hounslow - High Street,Hounslow,GB,Timothy Crawford
18421-190945,SSP Heathrow T5C,Hounslow,GB,Thomas Bueche
26549-244527,Heathrow Airport T5B AirsideLondon,Houslow,GB,Bonnie Wilbanks
25243-240308,Hove - Western Road,Hove,GB,Florencio Allred
12664-103507,Hull - St Stephens Centre,Hull,GB,Carol Culpepper
15163-157704,Village Hull,Hull,GB,Marni Miller
17509-182526,WB Membury 2nd Cafe,Hungerford,GB,George Wallace
22194-218828,WB Membury South DT,Hungerford,GB,Susan Curtis
18362-190424,WB Membury North DT,Hungerford,GB,Wade Hughes
26108-243612,Huntingdon - Chequers Court,Huntingdon,GB,Mary White
17501-182565,Village Hyde,Hyde,GB,Nancy Veal
49006-266325,Ilford - High Road,Ilford,GB,Florence Nelson
47772-259783,Ipswich Tavern Street,Ipswich,GB,Ruby Capers
29451-253088,Ipswich Station SSPEMEA - Burrell R,Ipswich,GB,Terry Mares
20727-208168,Cineworld Ipswich,Ipswich,GB,Linda Richburg
21328-211887,Capel St Mary - A12 South,Ipswich,GB,Veronica Centeno
28413-250714,"Douglas, Isle of Man",Isle of Man,GB,Anne Piazza
32591-138011,DeMontford Hotel Kenilworth,Kenilworth,GB,Thomas Nichols
1134-152287,WB London Gateway,Kent,GB,Jeffery Madhavan
18172-188369,Kettering - Cherry Hall Rd DT,Kettering,GB,Francisco Desrochers
1560-140952,Kidderminster - Weavers Wharf,Kidderminster,GB,Rodrick Garrett
12935-140407,Kilburn - High Road,KILBURN,GB,Travis Ostrowski
12514-94541,Kingston-Bentall Centre,Kingston Upon Thames,GB,Mona Winston
3793-152297,WB Abington,Lanarkshire,GB,Robert Chambers
3758-145906,Preston - Ribby Hall Village,Lancashire,GB,Santos Lopez
28405-250704,Lancaster - Market Street,Lancaster,GB,Linda Benson
12598-98207,Leamington Spa - Sainsburys,Leamington Spa,GB,Anne Johnson
26114-243606,Leamington Spa - Warwick Street,Leamington Spa,GB,Gerald Clemente
15162-157705,Village Leeds Otley Rd,Leeds,GB,Ardis Cleek
28705-250895,Leeds - Briggate,Leeds,GB,Lizzie Dowty
28704-250908,Leeds - Street Lane,Leeds,GB,Susan Lawton
47833-260048,Leeds - The Light-,Leeds,GB,Jason Gildea
32743-140304,Village Leeds Capitol Blvd,Leeds,GB,Brian Norris
12370-78700,Leeds - Station Bridgelink,Leeds,GB,William Bryant
12082-11905,"Leeds - Station, North Concourse",Leeds,GB,Jefferson Tupper
47939-260606,Leeds - West One Wellington Street,Leeds,GB,Tiara Smittle
28698-250897,Leeds - Albion Street,Leeds,GB,Rosie Sumrall
28706-250907,Leeds - Bridgewater Place,Leeds,GB,Fred Williams
28694-250906,Leeds - City Point,Leeds City Point,GB,Lois Lyvers
12715-106313,Leicester - Thurmaston Retail Park,Leicester,GB,Stephen Hok
12474-154324,Leicester Uni,Leicester,GB,Tanya Amaker
12524-94988,Leicester - Highcross Shopping Ctr,Leicester,GB,Luz Coleman
27650-248322,Leicester - Upperton Road,Leicester,GB,Robert York
26830-245769,WB Leicester FE North DT,Leicester,GB,Jeffrey Hopper
17504-182529,WB Leicester FE North,Leicester,GB,Clifford Cho
9185-152268,WB Leicester FE South,Leicester,GB,Lauren Gill
47869-260051,Lincoln - High Street-,Lincoln,GB,Jeffrey Hopper
28289-250624,Lincoln - Tritton Retail Park,Lincoln,GB,Kenneth Johannsen
16287-170232,Holiday Inn Lincoln,Lincoln,GB,Brian Dietrich
18363-190444,Liphook - A3 Northbound DT,Liphook,GB,Teresa Lindsay
12453-154387,Old Thorns Hotel,Liphook,GB,Thomas Mcdonough
18671-194105,Liverpool LJMU - Byrom St,Liverpool,GB,Ivan Wortman
15883-158324,Liverpool - Speke Boulevard DT,Liverpool,GB,Kevin Murphy
15708-97735,SSP Liverpool Airside,Liverpool,GB,Charlie Mendoza
23350-229325,Liverpool Uni Merseyside,Liverpool,GB,Preston Davis
18171-188368,Liverpool - Sugarbrook DT,Liverpool,GB,Joseph Strayhorn
15348-160524,SSP Liverpool  Landside,Liverpool,GB,Carl Eoff
28408-250701,Liverpool - Old Hall Street,Liverpool,GB,Belinda Williams
28400-250698,Liverpool - Prescot Street,Liverpool,GB,Arthur Eisenberg
28409-250699,Liverpool - Paradise Street,Liverpool,GB,Phyllis Kang
28406-250705,Liverpool One - Thomas Steers Way,Liverpool,GB,Joseph Levinthal
17480-177564,Liverpool LJMU - Clarence St,Liverpool,GB,Brooke Edwards
26936-246145,"Liverpool, Myrtle Street",Liverpool,GB,Sammy Parker
12929-137795,Clapham - St. John's Road,London,GB,n
7013-150064,Brixton Station,London,GB,Jeffery Fried
14945-154366,Stansted Airport DT,London,GB,Mary Eiselein
12949-140506,Juxon House - St. Pauls Church Yard,London,GB,Jean Teague
12600-98209,Pentonville Road,London,GB,Lowell Glenn
12130-15520,Earls Court Road,London,GB,Erich Basham
12079-11904,Notting Hill - Portobello Road,London,GB,Tina Rowland
12283-55721,Great Portland Street,London,GB,Richard Weekes
12081-11216,Canary Wharf - Canada Square,London,GB,Carol Jamerson
12680-104297,Balham - Bedford Hill,London,GB,Timothy Crawford
12063-10609,Earls Court - Old Brompton Road,London,GB,Jess Gates
12365-77687,Walbrook,London,GB,Jess Gates
12823-140547,Wigmore Street,London,GB,Lester Marquez
16936-176204,"Tooting Broadway, Mitcham Road",London,GB,William Muscarella
12401-85700,Islington - High Street,London,GB,Teresa Santiago
12373-78720,Victoria - Buckingham Palace Road,London,GB,Vivian Bieber
48307-262809,Wood Lane Underground Station-,London,GB,Melissa Higgins
48984-265754,Ealing Broadway Haven Green,London,GB,Michael Miller
12917-137790,Moorgate,London,GB,Delilah Morton
12177-23186,Earls Court - Sainsbury's,London,GB,Paul Crawford
12971-140948,London - Westfield - Upper Mall,London,GB,Michael Segal
12768-140465,Dulwich - Sainsbury's,London,GB,Marcy Souder
12385-82660,Victoria-Palmer Street,London,GB,Kelly Shafer
12073-11116,Kensington - Gloucester Rd,London,GB,Dawn Brewer
12362-75901,Fulham Broadway Station,London,GB,Tammy Peterson
12314-62402,Southampton Row,London,GB,Jason Lindner
12052-10419,Muswell Hill - Broadway,London,GB,Felton Smith
29489-254066,"The Lion, 1 Junction",London,GB,Hazel Hartley
12359-75880,Clapham High Street,London,GB,Jorge Riley
12671-104117,Greenwich - The O2,London,GB,Paul Vicente
12122-11946,Wardour Street/Hollen Street,London,GB,Ida Thomason
12754-137688,St Pancras International Station,London,GB,Johnny Harlow
15105-157269,DSGI Fulham,London,GB,Delbert Rickman
12261-55319,Notting Hill Gate,London,GB,Kim Taylor
12546-95758,Shepherds Bush - Uxbridge Road,London,GB,Verda Hawkins
12006-10257,Grosvenor Street,London,GB,Alejandro Escobar
12207-33145,Finsbury Square,London,GB,James Pereira
12021-10341,Carnaby Street,London,GB,Allison Hill
12144-16814,Cowcross Place,London,GB,Sabrina Bouwkamp
17548-183076,Byward Street,London,GB,Jorge Howard
12278-55759,Great Russell Street,London,GB,Grace Crosby
16660-174224,SSP Liverpool St Broadgate Link,London,GB,Esther Abeles
12436-92761,White City - Vivacity,London,GB,Linda Meador
12004-10855,Kensington High Street,London,GB,Teresa Santiago
12300-65543,Hendon - Sainsbury's,London,GB,Willie Phung
